Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,bootstrap,colsample_bytree,criterion,gamma,learning_rate,max_depth,min_samples_leaf,min_samples_split,n_estimators,reg_alpha,subsample,eval_mape,eval_rmse,Training Info
2024-03-07 16:20:57,1.4s,1b6c69c7c708411ebb87add7631a436c,adaboost,LOCAL,/home/mert/.local/lib/python3.10/site-packages/ipykernel_launcher.py,mert,FINISHED,,,,,0.2,,,,150,,,0.012284616007716373,878.9772157146947,Bitcoin Price forecast with AdaBoost
2024-03-07 16:20:49,1.4s,421e2f9f072a429b8bb44d6a44c1db47,xgboost,LOCAL,/home/mert/.local/lib/python3.10/site-packages/ipykernel_launcher.py,mert,FINISHED,,0.8,,0,0.1,6,,,100,,0.8,0.010034170231681898,521.8136692255949,Bitcoin Price forecast with XGBoost
2024-03-07 16:19:13,2.0s,0c5a9313f34d4a4c8957ef90d4b44ca7,lightgbm,LOCAL,/home/mert/.local/lib/python3.10/site-packages/ipykernel_launcher.py,mert,FINISHED,,0.8,,,0.2,9,,,150,5,0.8,0.007806619032224873,536.1514053522598,Bitcoin Price forecast with LightGBM
2024-03-07 16:18:44,1.3s,4f2b100dc0c244d1bc4efef0a159c71d,gradient_boosting,LOCAL,/home/mert/.local/lib/python3.10/site-packages/ipykernel_launcher.py,mert,FINISHED,,,,,0.2,6,1,2,50,,0.8,0.009432648594999123,698.6439860193,Bitcoin Price forecast with Gradient Boosting
2024-03-07 16:11:07,1.3s,713c49a7aa6445eb882ae7aa90f7b05d,random_forest,LOCAL,/home/mert/.local/lib/python3.10/site-packages/ipykernel_launcher.py,mert,FINISHED,True,,friedman_mse,,,None,1,5,50,,,0.007734103540712514,489.4636539357098,Bitcoin Price forecast with Random Forest
2024-03-07 15:41:26,1.4s,7e570dcbc3844740a4d88980cf0a2369,decision_tree,LOCAL,/home/mert/.local/lib/python3.10/site-packages/ipykernel_launcher.py,mert,FINISHED,,,,,,None,2,2,,,,0.012678727557532615,1086.1907468644158,Bitcoin Price forecast with Decision Tree
2024-03-07 15:41:23,1.3s,c2669c73726749cf8ea37dd0e1702502,linear_regression,LOCAL,/home/mert/.local/lib/python3.10/site-packages/ipykernel_launcher.py,mert,FINISHED,,,,,,,,,,,,0.005620437055250302,338.0700450981946,Bitcoin Price forecast with Linear Regression
